label,command
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process']"
0,"['Lock SSH directory', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get CPU model', 'Get file system size']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity""]"
0,"['Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info', 'Get system info', 'Get current username', 'Get CPU model', 'Get file system size']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info', 'Get CPU counts', 'Get running processes', 'Get system info']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info', 'Get where ls is', 'Get system info', 'Get crontab deamon process', ""Get logged user's activity"", 'Get system info']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features', 'Get CPU info', 'Get memery info']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info', 'Get memery info']"
0,"['Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'Get memery info']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password', 'Get CPU info']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'Remove security features']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts', 'change password', 'password prompt', 'change password']"
0,"['Lock SSH directory', 'Save SSH key', 'Get CPU counts']"
0,"['Lock SSH directory', 'Save SSH key']"
1,"['download executable, execute, remove, clear history', 'execute', 'Check for gcc.pid']"
1,"['download executable, execute, remove, clear history', 'Check for gcc.pid']"
3,"['enable shell builtin commands', 'System info', 'spawn new shell', 'spawn new shell', 'Get mounted filesystem, busybox token', 'Copy an executable file to .s', 'Check for tftp and wget, busybox token', 'Read .s file', 'busybox token', 'remove .s, exit']"
3,"['enable shell builtin commands', 'System info', 'spawn new shell', 'spawn new shell', 'Get mounted filesystem, busybox token', 'Copy an executable file to .s', 'Check for tftp and wget, busybox token', 'Read .s file', 'busybox token']"
3,"['enable shell builtin commands', 'System info', 'spawn new shell', 'spawn new shell', 'Get mounted filesystem, busybox token', 'Copy an executable file to .s', 'Check for tftp and wget, busybox token', 'Read .s file', 'busybox token', 'remove .s, tftp to remote host, execute, exit']"
3,"['enable shell builtin commands', 'System info', 'spawn new shell', 'spawn new shell', 'ping and spawn a shell', 'Get system info']"
3,"['enable shell builtin commands', 'System info', 'spawn new shell', 'spawn new shell', 'ping and spawn a shell', 'get system info']"
3,"['enable shell builtin commands', 'System info', 'spawn new shell', 'spawn new shell', 'ping and spawn a shell']"
5,"['download executable', 'write executable on the fly', 'download executable', 'broken string']"
7,"['command: start', 'enable shell builtin commands', 'config terminal', 'System info', 'execute', 'spawn new shell', 'spawn new shell', 'write executable on the fly']"
7,"['command: start', 'enable shell builtin commands', 'config terminal']"
7,"['command: start', 'enable shell builtin commands', 'config terminal', 'System info', 'execute', 'spawn new shell', 'spawn new shell', 'write executable on the fly', 'change password', 'cd into directory', 'print executable file', 'print executable file', 'print executable file', 'change permissino for a file', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly', 'write executable on the fly']"
8,"['OS info for a router', 'Get network interface', 'Get system info', 'Get CPU info', 'Check for Miner process', 'Check for Miner process', 'Get network related directory', 'Echo random stuff']"
9,"['spawn new shell', 'spawn new shell', 'enable shell builtin commands', ""print current process's executable""]"
9,"['spawn new shell', 'spawn new shell', 'command: help', 'check for busybox', 'Download executable, execute']"
9,"['spawn new shell', 'spawn new shell', 'enable shell builtin commands', 'System info', 'ping and spawn a shell', ""print current process's executable""]"
9,"['spawn new shell', 'spawn new shell', 'Get root directory', 'Download executable, execute']"
