session,step
013dc652fe36,4.2915659099634557e-91
01467ff51101,4.2915659099634557e-91
0147ba73849e,4.2915659099634557e-91
014f1bc99b1d,4.2915659099634557e-91
015a1039e71f,4.2915659099634557e-91
017f8b6779f4,4.2915659099634557e-91
0190d79682ab,4.2915659099634557e-91
01933b932f6f,4.2915659099634557e-91
0199f2a405d6,4.2915659099634557e-91
01a2f6454f39,4.2915659099634557e-91
01a645b83a62,4.2915659099634557e-91
01a74efdc7d8,4.2915659099634557e-91
01a77a072002,4.2915659099634557e-91
01b16a81b4af,4.2915659099634557e-91
01b846ffabe7,4.2915659099634557e-91
01ba81c524c1,4.2915659099634557e-91
01bf904c803e,4.2915659099634557e-91
01c7494d3ac5,4.2915659099634557e-91
01cc58eaf8e7,4.2915659099634557e-91
01d4e39353fb,4.2915659099634557e-91
01e98910ea3d,4.2915659099634557e-91
0210764861fc,4.2915659099634557e-91
0211c6473e5c,4.2915659099634557e-91
021d77d0d615,4.2915659099634557e-91
021ebcf67ac0,4.2915659099634557e-91
023530a60793,4.2915659099634557e-91
023dcde2b10d,4.2915659099634557e-91
024a9239183f,4.2915659099634557e-91
024da2621d13,4.2915659099634557e-91
024fddcf9ae2,4.2915659099634557e-91
02650ee6099d,4.2915659099634557e-91
0265ea87d709,4.2915659099634557e-91
02704bc43430,4.2915659099634557e-91
02778fd88012,4.2915659099634557e-91
027fc8f61bed,4.2915659099634557e-91
0280e2680d9b,4.2915659099634557e-91
0281dae185a6,4.2915659099634557e-91
0297d52f5d1e,4.2915659099634557e-91
029a71bb3b94,4.2915659099634557e-91
029e64b2145e,4.2915659099634557e-91
02a3f67fe3cb,4.2915659099634557e-91
02a4390f8754,4.2915659099634557e-91
02b3c9833364,4.2915659099634557e-91
02c0bf5a93f2,4.2915659099634557e-91
02c20ff95bb3,4.2915659099634557e-91
02cf8107381b,4.2915659099634557e-91
02dab266c0d4,4.2915659099634557e-91
02dca6161f7e,4.2915659099634557e-91
02e58e654d22,4.2915659099634557e-91
02f35ca1434f,4.2915659099634557e-91
02f538ace6b8,4.2915659099634557e-91
02f54f813edd,4.2915659099634557e-91
02fd80bc98ba,4.2915659099634557e-91
0305aa869ec7,4.2915659099634557e-91
030aa1c80453,4.2915659099634557e-91
031e33dbdd71,4.2915659099634557e-91
032a3bde344d,4.2915659099634557e-91
03339e3638c1,4.2915659099634557e-91
033dff78d3fd,4.2915659099634557e-91
0366045c2fb1,4.2915659099634557e-91
036b17412932,4.2915659099634557e-91
0379c5acecd7,4.2915659099634557e-91
037a7d24abf7,4.2915659099634557e-91
037f2ea04290,4.2915659099634557e-91
0381d18ddc1a,4.2915659099634557e-91
0387a649316b,4.2915659099634557e-91
038fe464b60d,4.2915659099634557e-91
03936f7053e9,4.2915659099634557e-91
0397e5caa38a,4.2915659099634557e-91
039c0caabf14,4.2915659099634557e-91
03a5fe4e454f,4.2915659099634557e-91
03bf5f47fb6e,4.2915659099634557e-91
03bf60d1a8a6,4.2915659099634557e-91
03cbb917cc0d,4.2915659099634557e-91
03dd0c0bac2a,4.2915659099634557e-91
03deced332d1,4.2915659099634557e-91
03df054cdb8d,4.2915659099634557e-91
03e144a74342,4.2915659099634557e-91
03e9483f00a5,4.2915659099634557e-91
03eb4de540f9,4.2915659099634557e-91
03fcaf1a01d1,4.2915659099634557e-91
040371d4fd41,4.2915659099634557e-91
040b62c8297c,4.2915659099634557e-91
0410eba0d90a,4.2915659099634557e-91
041a755339ad,4.2915659099634557e-91
042d7de68396,4.2915659099634557e-91
0446e7ebe683,4.2915659099634557e-91
044d81dc855e,4.2915659099634557e-91
04537656abf5,4.2915659099634557e-91
046990165f1a,4.2915659099634557e-91
0485900b5341,4.2915659099634557e-91
048da32573fa,4.2915659099634557e-91
048e5e977e86,4.2915659099634557e-91
049cd312acd3,4.2915659099634557e-91
049f70d732bb,4.2915659099634557e-91
04a84a92e2d6,4.2915659099634557e-91
04ac04f8025a,4.2915659099634557e-91
04ae3a5ac647,4.2915659099634557e-91
04b2dde483d0,4.2915659099634557e-91
04c2599522ef,4.2915659099634557e-91
04c7e268afca,4.2915659099634557e-91
04df99477bb0,4.2915659099634557e-91
04f15a14eda5,4.2915659099634557e-91
04f8404e48d5,4.2915659099634557e-91
04fc2c350aea,4.2915659099634557e-91
050110772ecf,4.2915659099634557e-91
0511e28796cb,4.2915659099634557e-91
0513a3bc33f4,4.2915659099634557e-91
05178acceb0f,4.2915659099634557e-91
05185e6c64ab,4.2915659099634557e-91
051c87b2d891,4.2915659099634557e-91
0520475d956a,4.2915659099634557e-91
0522621325dd,4.2915659099634557e-91
0539295cfc84,4.2915659099634557e-91
053ab91bcec8,4.2915659099634557e-91
053c21ce1598,4.2915659099634557e-91
053dc2096773,4.2915659099634557e-91
053f0952b317,4.2915659099634557e-91
0541d50f1444,4.2915659099634557e-91
054ec79a049e,4.2915659099634557e-91
0550d23b6994,4.2915659099634557e-91
0554abf1240e,4.2915659099634557e-91
055bc8a1e2ed,4.2915659099634557e-91
0570febc09d7,4.2915659099634557e-91
05890a19938a,4.2915659099634557e-91
058e3218d7bc,4.2915659099634557e-91
0598c1304546,4.2915659099634557e-91
05a2c9135658,4.2915659099634557e-91
05a2fdae94f4,4.2915659099634557e-91
05a9b585cc76,4.2915659099634557e-91
05b7c56caae9,4.2915659099634557e-91
05bc65bc0ce3,4.2915659099634557e-91
05beb8b120f0,4.2915659099634557e-91
05c187ef2b55,4.2915659099634557e-91
05ca2cd4b48e,4.2915659099634557e-91
05cb6c8cb8df,4.2915659099634557e-91
05cca0220b09,4.2915659099634557e-91
05cfe62b2118,4.2915659099634557e-91
05d6ea8cb6a3,4.2915659099634557e-91
05e973e67f0c,4.2915659099634557e-91
05ee647b135c,4.2915659099634557e-91
05efc401d0b0,4.2915659099634557e-91
061e6e57247a,4.2915659099634557e-91
06285f3b8a36,4.2915659099634557e-91
0638091b19b9,4.2915659099634557e-91
06420bb02f4b,4.2915659099634557e-91
064778aa30fb,4.2915659099634557e-91
0668668ac254,4.2915659099634557e-91
066c61ccecae,4.2915659099634557e-91
066edd7d9987,4.2915659099634557e-91
0676efd70b96,4.2915659099634557e-91
067b187410ab,4.2915659099634557e-91
067d6056dea3,4.2915659099634557e-91
0681e7c0dbab,4.2915659099634557e-91
0688d2e72356,4.2915659099634557e-91
068d8628b364,4.2915659099634557e-91
068f30cd85fd,4.2915659099634557e-91
069d1082c201,4.2915659099634557e-91
069d6cf2048a,4.2915659099634557e-91
06a6d60d3be7,4.2915659099634557e-91
06b28cb35254,4.2915659099634557e-91
06b2c1536494,4.2915659099634557e-91
06b8a43274f9,4.2915659099634557e-91
06be27124b2e,4.2915659099634557e-91
06c65c364cdb,4.2915659099634557e-91
06c96b0a7bd8,4.2915659099634557e-91
06d2f8a8b79a,4.2915659099634557e-91
06d33212b9ad,4.2915659099634557e-91
06db0c45cc35,4.2915659099634557e-91
06df0c25d18a,4.2915659099634557e-91
06ead6bbeee0,4.2915659099634557e-91
06f050594efd,4.2915659099634557e-91
06fa206b88d0,4.2915659099634557e-91
06fcffa6e1dd,4.2915659099634557e-91
06fddf237790,4.2915659099634557e-91
070e1aa2c611,4.2915659099634557e-91
0719fe5c30e5,4.2915659099634557e-91
07261ef2ce1d,4.2915659099634557e-91
0731c046670b,4.2915659099634557e-91
07404a306d0a,4.2915659099634557e-91
0746247aa68a,4.2915659099634557e-91
07473ffc6bbf,4.2915659099634557e-91
0753d568c281,4.2915659099634557e-91
075513eb4aa2,4.2915659099634557e-91
075582d22019,4.2915659099634557e-91
075b0cb5baea,4.2915659099634557e-91
0767ae67e04c,4.2915659099634557e-91
077a4a248b3d,4.2915659099634557e-91
077c1b00e9f3,4.2915659099634557e-91
077f5a1a36c9,4.2915659099634557e-91
0789331a09bb,4.2915659099634557e-91
078a69fe343e,4.2915659099634557e-91
078da764d64b,4.2915659099634557e-91
079323ee99d8,4.2915659099634557e-91
0795f94e24eb,4.2915659099634557e-91
079697175b5c,4.2915659099634557e-91
07a4928c43f9,4.2915659099634557e-91
07c3a3e68089,4.2915659099634557e-91
07c5d722721b,4.2915659099634557e-91
07ced24b1f8b,4.2915659099634557e-91
07e258dd5ae4,4.2915659099634557e-91
07ea04913c15,4.2915659099634557e-91
07efb2fa0144,4.2915659099634557e-91
07f5c70e32ac,4.2915659099634557e-91
07fb0c6d9a6e,4.2915659099634557e-91
07fb495cbbe2,4.2915659099634557e-91
082285735718,4.2915659099634557e-91
0835455ccec7,4.2915659099634557e-91
083c637488e6,4.2915659099634557e-91
083de86e0f6f,4.2915659099634557e-91
0845b53a0fdc,4.2915659099634557e-91
084baeb84121,4.2915659099634557e-91
084d7d0a5db9,4.2915659099634557e-91
084f40dbef9a,4.2915659099634557e-91
084faa899d68,4.2915659099634557e-91
08502dff28f9,4.2915659099634557e-91
08506cc08ed4,4.2915659099634557e-91
085acacc1caa,4.2915659099634557e-91
086a33afa9bf,4.2915659099634557e-91
087163c97118,4.2915659099634557e-91
0872156dc3a1,4.2915659099634557e-91
0884d95dcda2,4.2915659099634557e-91
08863de2f444,4.2915659099634557e-91
088a0536fd93,4.2915659099634557e-91
088d5c40b546,4.2915659099634557e-91
0891d70a85d5,4.2915659099634557e-91
0892671fbc80,4.2915659099634557e-91
08976bae86db,4.2915659099634557e-91
089c5561ad51,4.2915659099634557e-91
08a9ff73774c,4.2915659099634557e-91
08bb1463bb05,4.2915659099634557e-91
08bf808499e0,4.2915659099634557e-91
08ce26b3b5c3,4.2915659099634557e-91
091218400063,4.2915659099634557e-91
09124c8c4338,4.2915659099634557e-91
091272241585,4.2915659099634557e-91
092009994543,4.2915659099634557e-91
092144a6591d,4.2915659099634557e-91
0926f3a05bd8,4.2915659099634557e-91
093325c1ed58,4.2915659099634557e-91
0938c83efce3,4.2915659099634557e-91
093c6d19082e,4.2915659099634557e-91
0946d522147b,4.2915659099634557e-91
095568cb4eb1,4.2915659099634557e-91
09783f5947ab,4.2915659099634557e-91
0987b2a5f2f5,4.2915659099634557e-91
0995cf801096,4.2915659099634557e-91
0995fd8116a6,4.2915659099634557e-91
099eb179031b,4.2915659099634557e-91
09b56d0f956f,4.2915659099634557e-91
09bf653329ea,4.2915659099634557e-91
09c092f0e0cd,4.2915659099634557e-91
09c237b22413,4.2915659099634557e-91
09c57631e6ac,4.2915659099634557e-91
09c7bf669270,4.2915659099634557e-91
09cda2bdbc17,4.2915659099634557e-91
09d063974966,4.2915659099634557e-91
09d32d5f9b84,4.2915659099634557e-91
09db4c32fbdb,4.2915659099634557e-91
09de35d19a16,4.2915659099634557e-91
09de99337d3d,4.2915659099634557e-91
09e9ad518f81,4.2915659099634557e-91
09ecfe61093f,4.2915659099634557e-91
09ed72b39232,4.2915659099634557e-91
09fc2399bb40,4.2915659099634557e-91
0a113756a3c0,4.2915659099634557e-91
0a1aa129f054,4.2915659099634557e-91
0a21a525d87f,4.2915659099634557e-91
0a28076adffd,4.2915659099634557e-91
0a3854f63622,4.2915659099634557e-91
0a4571b747a8,4.2915659099634557e-91
0a60c5b06bca,4.2915659099634557e-91
0a678385a430,4.2915659099634557e-91
0a6dd1605357,4.2915659099634557e-91
0a7324a0514c,4.2915659099634557e-91
0a7f1e9cd44b,4.2915659099634557e-91
0a81ee0cf37b,4.2915659099634557e-91
0a8e6c03af4c,4.2915659099634557e-91
0a91b54d6630,4.2915659099634557e-91
0a950a971cc8,4.2915659099634557e-91
0a95b0e5df18,4.2915659099634557e-91
0a98db5f8ae3,4.2915659099634557e-91
0aa5ef75ff37,4.2915659099634557e-91
0aae9fbc3b62,4.2915659099634557e-91
0ab372e6348d,4.2915659099634557e-91
0ab91fe10d7f,4.2915659099634557e-91
0ab95f2f2d3c,4.2915659099634557e-91
0aba6968a089,4.2915659099634557e-91
0ac5934efce2,4.2915659099634557e-91
0ac926c18fea,4.2915659099634557e-91
0acf554acbf2,4.2915659099634557e-91
0ad6a0e4a200,4.2915659099634557e-91
0af5a5038666,4.2915659099634557e-91
0af5a6487efc,4.2915659099634557e-91
0afed7a73324,4.2915659099634557e-91
0aff73eeccc6,4.2915659099634557e-91
0b0938485eab,4.2915659099634557e-91
0b0ad11b55de,4.2915659099634557e-91
0b11942d4d94,4.2915659099634557e-91
0b12cfea9814,4.2915659099634557e-91
0b1d90a6de79,4.2915659099634557e-91
0b2280d01b1c,4.2915659099634557e-91
0b25d2110b22,4.2915659099634557e-91
0b2c4b1becca,4.2915659099634557e-91
0b309af40bee,4.2915659099634557e-91
0b36e9894a94,4.2915659099634557e-91
0b3a032e92a6,4.2915659099634557e-91
0b3decf62fd5,4.2915659099634557e-91
0b3e95c32d0f,4.2915659099634557e-91
0b50b699befb,4.2915659099634557e-91
0b5134bd7980,4.2915659099634557e-91
0b5bd385dc0e,4.2915659099634557e-91
0b66248f11f8,4.2915659099634557e-91
0b744911364c,4.2915659099634557e-91
0b7a6358ebdf,4.2915659099634557e-91
0b7a7dadbdd6,4.2915659099634557e-91
0b7c31f6744c,4.2915659099634557e-91
0b83d3bf9c0b,4.2915659099634557e-91
0bad0598412f,4.2915659099634557e-91
0bb0a3c2e291,4.2915659099634557e-91
0bb1441d7ed4,4.2915659099634557e-91
0bb579297577,4.2915659099634557e-91
0bcebfd8f02c,4.2915659099634557e-91
0bd15fa5ce93,4.2915659099634557e-91
0bdaafffa607,4.2915659099634557e-91
0bdca533be89,4.2915659099634557e-91
0be2af9b5e4e,4.2915659099634557e-91
0be3cf8b15f3,4.2915659099634557e-91
0be54d3a1c73,4.2915659099634557e-91
0bed8f505c80,4.2915659099634557e-91
0bf6224c0152,4.2915659099634557e-91
0c072d280409,4.2915659099634557e-91
0c0ed305cdd9,4.2915659099634557e-91
0c140632c5e5,4.2915659099634557e-91
0c14bbddf807,4.2915659099634557e-91
0c1a6ad469ef,4.2915659099634557e-91
0c21232c9369,4.2915659099634557e-91
0c28b829d853,4.2915659099634557e-91
0c4a0a1b1d97,4.2915659099634557e-91
0c56ebb30020,4.2915659099634557e-91
0c64c2e722a9,4.2915659099634557e-91
0c8487e88f39,4.2915659099634557e-91
0c86b9a37e07,4.2915659099634557e-91
0c892f7aa41b,4.2915659099634557e-91
0c8d2e0c502b,4.2915659099634557e-91
0c932fd78363,4.2915659099634557e-91
0c935940bc28,4.2915659099634557e-91
0c9eadd73eb2,4.2915659099634557e-91
0ca67e1fbb92,4.2915659099634557e-91
0ca99306d19f,4.2915659099634557e-91
0cb84809a851,4.2915659099634557e-91
0cc04c5fd0c3,4.2915659099634557e-91
0cc19b5813d2,4.2915659099634557e-91
0ccda4f365b5,4.2915659099634557e-91
0cd8c5dba2b1,4.2915659099634557e-91
0cd946a465b4,4.2915659099634557e-91
0cf3f0cc1eb8,4.2915659099634557e-91
0cf640bdf1a2,4.2915659099634557e-91
0d0372f5c5ce,4.2915659099634557e-91
0d04a93ecdfa,4.2915659099634557e-91
0d075232cf61,4.2915659099634557e-91
0d2d09154dc7,4.2915659099634557e-91
0d2f66ebd086,4.2915659099634557e-91
0d38d5da60f5,4.2915659099634557e-91
0d45d2f6c741,4.2915659099634557e-91
0d465804be77,4.2915659099634557e-91
0d4816b849d7,4.2915659099634557e-91
0d4b6d5db6a7,4.2915659099634557e-91
0d517af13d0c,4.2915659099634557e-91
0d54274cf971,4.2915659099634557e-91
0d7237ce7098,4.2915659099634557e-91
0d72aba11638,4.2915659099634557e-91
0d7748059a35,4.2915659099634557e-91
0d78b2e83eac,4.2915659099634557e-91
0d84aa0804bb,4.2915659099634557e-91
0d8e4a4c6f25,4.2915659099634557e-91
0d92b3045aa9,4.2915659099634557e-91
0d93586827af,4.2915659099634557e-91
0d97a8f447f2,4.2915659099634557e-91
0d9b56e55b91,4.2915659099634557e-91
0da52aa9d7cb,4.2915659099634557e-91
0daa090d0fb3,4.2915659099634557e-91
0daa5523f315,4.2915659099634557e-91
0dad09c59545,4.2915659099634557e-91
0dc4d0c66cf3,4.2915659099634557e-91
0dd10459953e,4.2915659099634557e-91
0de310521b67,4.2915659099634557e-91
0deee26320a5,4.2915659099634557e-91
0e0168e669b4,4.2915659099634557e-91
0e018e82608b,4.2915659099634557e-91
0e01fda9ed0a,4.2915659099634557e-91
0e04ae557677,4.2915659099634557e-91
0e12251b5c6e,4.2915659099634557e-91
0e12594ce03f,4.2915659099634557e-91
0e12b9163746,4.2915659099634557e-91
0e12c35b22a7,4.2915659099634557e-91
0e1f9d3b223a,4.2915659099634557e-91
0e2342d2026c,4.2915659099634557e-91
0e26426a4298,4.2915659099634557e-91
0e3a5ab09350,4.2915659099634557e-91
0e3e380da0b7,4.2915659099634557e-91
0e3f9b32d2d4,4.2915659099634557e-91
0e41b54ea9d5,4.2915659099634557e-91
0e45a29627cb,4.2915659099634557e-91
0e47db4362a9,4.2915659099634557e-91
0e50bbaa38b2,4.2915659099634557e-91
0e5d8ba9a3aa,4.2915659099634557e-91
0e609d8ab931,4.2915659099634557e-91
0e65d1eb6e78,4.2915659099634557e-91
0e6a36de1859,4.2915659099634557e-91
0e748c45e131,4.2915659099634557e-91
0e7c73f95330,4.2915659099634557e-91
0e7cea8a45d4,4.2915659099634557e-91
0e82338c0305,4.2915659099634557e-91
0e89baa9e136,4.2915659099634557e-91
0e9ba250e2be,4.2915659099634557e-91
0e9dff223061,4.2915659099634557e-91
0eac046fd350,4.2915659099634557e-91
0eaf66c2fb77,4.2915659099634557e-91
0eb012406736,4.2915659099634557e-91
0eb2a2f199fe,4.2915659099634557e-91
0ec0cb257dd2,4.2915659099634557e-91
0ecc6d6ad838,4.2915659099634557e-91
0ecddb326fd3,4.2915659099634557e-91
0edbd5ecf7af,4.2915659099634557e-91
0ef1c185daf4,4.2915659099634557e-91
0efa8b70a33c,4.2915659099634557e-91
0f014931ead1,4.2915659099634557e-91
0f1cdd642995,4.2915659099634557e-91
0f1e6803b32a,4.2915659099634557e-91
0f205e58fd90,4.2915659099634557e-91
0f36157eb291,4.2915659099634557e-91
0f4476cc4f5b,4.2915659099634557e-91
0f4c66861c00,4.2915659099634557e-91
0f4fc5f06184,4.2915659099634557e-91
0f51360f66a8,4.2915659099634557e-91
0f567a50c499,4.2915659099634557e-91
0f5f27f2a717,4.2915659099634557e-91
0f640cc5e359,4.2915659099634557e-91
0f7c14c8fa3b,4.2915659099634557e-91
0f812296e9d0,4.2915659099634557e-91
0f8254963650,4.2915659099634557e-91
0f8d30dee6b9,4.2915659099634557e-91
0f92f19aefce,4.2915659099634557e-91
0f97f7435f07,4.2915659099634557e-91
0fa3b7548510,4.2915659099634557e-91
0fb6d1bf72e7,4.2915659099634557e-91
0fb9e8008e1c,4.2915659099634557e-91
0fc3b8944916,4.2915659099634557e-91
0fd11f4c2fe8,4.2915659099634557e-91
0fd191d00e87,4.2915659099634557e-91
0fd91e5a702a,4.2915659099634557e-91
0fdd66ed072d,4.2915659099634557e-91
0fdeaed885c4,4.2915659099634557e-91
0fe6d1e3bbd4,4.2915659099634557e-91
0ff39df3b2e9,4.2915659099634557e-91
0ff9a6454750,4.2915659099634557e-91
0ffb6b7fab03,4.2915659099634557e-91
1006a95b8d37,4.2915659099634557e-91
100ea23e5de1,4.2915659099634557e-91
1020b3d19be2,4.2915659099634557e-91
10288f3c7d2e,4.2915659099634557e-91
1029ed46784d,4.2915659099634557e-91
102f1d2958d1,4.2915659099634557e-91
1031a65a1236,4.2915659099634557e-91
10386684960b,4.2915659099634557e-91
103b1edd1c83,4.2915659099634557e-91
1046d95002fc,4.2915659099634557e-91
1054ae5aa242,4.2915659099634557e-91
1068774b093b,4.2915659099634557e-91
106e206bb974,4.2915659099634557e-91
107d38016272,4.2915659099634557e-91
108ea5ff097e,4.2915659099634557e-91
109a33999f00,4.2915659099634557e-91
10a7c50abcd4,4.2915659099634557e-91
10b69dd3ad68,4.2915659099634557e-91
10ba060ca2d0,4.2915659099634557e-91
10c1bd2c8ef3,4.2915659099634557e-91
10d759ae2c42,4.2915659099634557e-91
10dc597efd61,4.2915659099634557e-91
10de2388aa4f,4.2915659099634557e-91
10dfcd9386a2,4.2915659099634557e-91
10e424184589,4.2915659099634557e-91
10f4af7f7b25,4.2915659099634557e-91
110b4c6f80a1,4.2915659099634557e-91
110d7474ad23,4.2915659099634557e-91
1117ab68c488,4.2915659099634557e-91
111b510c5959,4.2915659099634557e-91
11258d2a8abf,4.2915659099634557e-91
112e5c1bacbe,4.2915659099634557e-91
113cd5fc0f6e,4.2915659099634557e-91
1143751d0ecb,4.2915659099634557e-91
11445abedbf2,4.2915659099634557e-91
1146e90135b2,4.2915659099634557e-91
114dd8354bb2,4.2915659099634557e-91
115cf2e90193,4.2915659099634557e-91
115e05a2ee12,4.2915659099634557e-91
1163c94a24a8,4.2915659099634557e-91
1168037c9607,4.2915659099634557e-91
1171e5d88a3e,4.2915659099634557e-91
117c7ddc2b98,4.2915659099634557e-91
117fb0ca6eb8,4.2915659099634557e-91
11847ad37d07,4.2915659099634557e-91
118a1c0dc1d3,4.2915659099634557e-91
118b0941da5d,4.2915659099634557e-91
118db5558dc4,4.2915659099634557e-91
11952f81fdc8,4.2915659099634557e-91
11a4ea574fd4,4.2915659099634557e-91
11a50825aa06,4.2915659099634557e-91
11b12b5acc0b,4.2915659099634557e-91
11c57804dcb7,4.2915659099634557e-91
11c5ddc847a7,4.2915659099634557e-91
11cce7187acc,4.2915659099634557e-91
11ddad928d5b,4.2915659099634557e-91
11e7f9fe305c,4.2915659099634557e-91
11e9b1545a44,4.2915659099634557e-91
11feb3697884,4.2915659099634557e-91
12038601ad9f,4.2915659099634557e-91
1223fd01030c,4.2915659099634557e-91
1229be0b9370,4.2915659099634557e-91
12319d7aae06,4.2915659099634557e-91
123b6cda7ab5,4.2915659099634557e-91
1240ca97b33a,4.2915659099634557e-91
1241d754baab,4.2915659099634557e-91
124281f1c844,4.2915659099634557e-91
12473eefa5f7,4.2915659099634557e-91
1248ee766d9e,4.2915659099634557e-91
1263665f9230,4.2915659099634557e-91
1274ea2c43b0,4.2915659099634557e-91
1277dd725ac2,4.2915659099634557e-91
12781b77a2e3,4.2915659099634557e-91
127cbcd8ab7e,4.2915659099634557e-91
127fb5a8553d,4.2915659099634557e-91
1290fffaa03d,4.2915659099634557e-91
129129f92d03,4.2915659099634557e-91
1291702d62f8,4.2915659099634557e-91
129239e35e8f,4.2915659099634557e-91
1299961d90da,4.2915659099634557e-91
12a372886fab,4.2915659099634557e-91
12c1712e0a08,4.2915659099634557e-91
12c3d1ac3780,4.2915659099634557e-91
12dfaab55fe4,4.2915659099634557e-91
12e0e10152a1,4.2915659099634557e-91
12e7a739579c,4.2915659099634557e-91
12f2c2d6ecf3,4.2915659099634557e-91
12f62bed030e,4.2915659099634557e-91
12fa2cbf6e26,4.2915659099634557e-91
12fd1918e19c,4.2915659099634557e-91
13020451b39d,4.2915659099634557e-91
1305e3d5b377,4.2915659099634557e-91
130e2d676fdf,4.2915659099634557e-91
131a3d6db747,4.2915659099634557e-91
13273ce00f3c,4.2915659099634557e-91
13320bd78baf,4.2915659099634557e-91
1336ea0413d7,4.2915659099634557e-91
13471690745b,4.2915659099634557e-91
135029e93d86,4.2915659099634557e-91
135bf072c9f9,4.2915659099634557e-91
135e35ebdb20,4.2915659099634557e-91
136a33e924ad,4.2915659099634557e-91
1378176d64f6,4.2915659099634557e-91
137a079da70d,4.2915659099634557e-91
13810c9434d9,4.2915659099634557e-91
138f8cf3c96c,4.2915659099634557e-91
13914fa567dd,4.2915659099634557e-91
1393eb8de1db,4.2915659099634557e-91
139ddde16619,4.2915659099634557e-91
13a9fda73d8f,4.2915659099634557e-91
13c5520a7120,4.2915659099634557e-91
13ca5c116c72,4.2915659099634557e-91
13d06d1921f3,4.2915659099634557e-91
13dc57c6519b,4.2915659099634557e-91
13e1fd4e1056,4.2915659099634557e-91
13e5fc99f29b,4.2915659099634557e-91
13e8a16b3265,4.2915659099634557e-91
13ea2dff00c4,4.2915659099634557e-91
13f51e001143,4.2915659099634557e-91
13f5c7fa921f,4.2915659099634557e-91
13f675b45f07,4.2915659099634557e-91
14017a14c325,4.2915659099634557e-91
14121935fb89,4.2915659099634557e-91
141938cecab0,4.2915659099634557e-91
142331f6bd9d,4.2915659099634557e-91
1424c387efdc,4.2915659099634557e-91
142c922179c2,4.2915659099634557e-91
142e5843065f,4.2915659099634557e-91
1436eb8d286f,4.2915659099634557e-91
143b84bac07e,4.2915659099634557e-91
143d20c7f734,4.2915659099634557e-91
144088c2c962,4.2915659099634557e-91
14836e631fc6,4.2915659099634557e-91
1485067c311e,4.2915659099634557e-91
148543610bf9,4.2915659099634557e-91
14867394c62d,4.2915659099634557e-91
148a881aa35c,4.2915659099634557e-91
14904c9fe9ec,4.2915659099634557e-91
14a1f0a703fe,4.2915659099634557e-91
14a587cb1a79,4.2915659099634557e-91
14b42e227129,4.2915659099634557e-91
14b671c5f595,4.2915659099634557e-91
14d18443d375,4.2915659099634557e-91
14d45206823d,4.2915659099634557e-91
14dccbf9461c,4.2915659099634557e-91
14f50ad6a9ae,4.2915659099634557e-91
15042127dc6e,4.2915659099634557e-91
1509cef112b4,4.2915659099634557e-91
150deaae3586,4.2915659099634557e-91
15114ef5389e,4.2915659099634557e-91
1513907ad09b,4.2915659099634557e-91
151674023279,4.2915659099634557e-91
1529b029506c,4.2915659099634557e-91
152d10a58e87,4.2915659099634557e-91
153b0eb16a43,4.2915659099634557e-91
155631be2c81,4.2915659099634557e-91
15630cd72ef7,4.2915659099634557e-91
1567f096a6b5,4.2915659099634557e-91
158206374148,4.2915659099634557e-91
1583889ee72b,4.2915659099634557e-91
158e48cba58f,4.2915659099634557e-91
